row_id,price,spec_general_marque,spec_general_type_produit,spec_general_reference,spec_informations_impedance_nominale,spec_forme_materiaux_systeme_magnetique,spec_forme_materiaux_forme_facade,spec_parametres_petits_signaux_qts,spec_parametres_petits_signaux_qes,spec_parametres_petits_signaux_qms,spec_forme_materiaux_materiau_saladier,spec_forme_materiaux_materiau_suspension,spec_forme_materiaux_support_bobine,spec_forme_materiaux_fil_bobine,spec_forme_materiaux_materiau_dome,spec_informations_puissance_nominale_w,spec_informations_sensibilite_fabricant_db,spec_parametres_petits_signaux_fs_hz,spec_donnees_poids_kg,spec_parametres_fondamentaux_re_ohm,spec_donnees_xmax_mm,spec_parametres_fondamentaux_mms_gr,spec_donnees_ebp_hz,spec_parametres_petits_signaux_vas_l,spec_donnees_rendement_calcule_pct,spec_parametres_fondamentaux_le_mh,spec_parametres_fondamentaux_sd_cm2,spec_parametres_fondamentaux_bl_t_m,spec_dimensions_diametre_systeme_magnetique_mm,spec_informations_puissance_max_w,spec_dimensions_hauteur_entrefer_mm,spec_dimensions_hauteur_bobinage_mm,spec_donnees_rendement_pct
807,288.0,Faital Pro,Haut parleur a cone,15PR400,4 ohm,Neodymium,Cylindrique,0.32,0.33,6.0,Aluminium,Tissu,Fibre de verre,Aluminium,,400.0,99.0,35.0,,3.3,5.75,85.2,106.0,223.0,2.79,0.6,805.0,13.6,150.0,,10.5,15.0,2.8
808,288.0,Faital Pro,Haut parleur a cone,15PR400,8 ohm,Neodymium,Cylindrique,0.32,0.34,6.0,Aluminium,Tissu,Fibre de verre,Aluminium,,400.0,99.0,35.0,,5.1,5.75,85.2,103.0,223.0,2.7,0.75,805.0,16.7,150.0,,10.5,15.0,2.71
809,260.0,Faital Pro,Haut parleur a cone,15PR450,8 ohm,Ferrite,Cylindrique,0.35,0.37,6.9,Aluminium,Tissu,Fibre de verre,Aluminium,,400.0,98.0,35.0,7.8,5.1,6.0,90.0,95.0,235.6,2.63,0.65,857.0,16.6,191.0,800.0,9.0,15.0,2.67
810,589.0,Faital Pro,Haut parleur a cone,15XL1200,8 ohm,Neodymium,Cylindrique,0.39,0.41,10.9,Aluminium,Tissu,Fibre de verre,Cuivre,,1400.0,95.0,40.0,,5.0,12.45,180.0,98.0,75.9,1.14,1.34,780.0,23.6,147.0,,12.0,28.9,1.16
811,638.0,Faital Pro,Haut parleur a cone,15XL1400,8 ohm,,Cylindrique,0.33,0.34,10.4,Aluminium,Tissu,Fibre de verre,Cuivre,,1400.0,96.0,38.0,,5.4,12.92,190.0,112.0,79.7,1.24,1.6,780.0,26.7,199.5,,15.5,31.0,1.24
812,638.0,Faital Pro,Haut parleur a cone,15XL1400,4 ohm,,Cylindrique,0.3,0.31,10.3,Aluminium,Tissu,Fibre de verre,Cuivre,,1400.0,96.0,38.0,,3.0,12.92,205.4,123.0,73.7,1.26,1.25,780.0,21.7,199.5,,15.5,31.0,1.26
813,348.0,Faital Pro,Haut parleur a cone,18FH500,8 ohm,Neodymium,Cylindrique,0.35,0.36,12.5,Aluminium,Tissu,Fibre de verre,Cuivre,,600.0,99.0,30.0,,5.1,9.25,137.0,83.0,374.8,2.7,1.35,1134.0,19.0,129.5,,10.5,22.0,2.7
814,132.0,Faital Pro,Haut parleur a cone,18FH500,4 ohm,Neodymium,Cylindrique,0.53,0.56,10.0,Aluminium,Tissu,Fibre de verre,Cuivre,,600.0,97.0,30.0,,12.7,9.45,127.2,54.0,403.6,1.87,2.1,1134.0,23.3,129.5,,10.5,22.4,1.89
815,315.0,Faital Pro,Haut parleur a cone,18FH510,8 ohm,Ferrite,Cylindrique,0.3,0.29,13.6,Aluminium,Tissu,Fibre de verre,Cuivre,,600.0,98.0,30.0,10.2,5.1,9.25,139.0,103.0,411.9,3.69,1.06,1207.0,21.0,191.0,1200.0,10.5,22.0,3.56
816,315.0,Faital Pro,Haut parleur a cone,18FH510,4 ohm,Ferrite,Cylindrique,0.26,0.27,13.6,Aluminium,Tissu,Fibre de verre,Cuivre,,600.0,98.0,30.0,10.2,3.3,9.45,146.3,111.0,350.9,3.37,1.06,1134.0,18.3,191.0,,10.5,22.4,3.4
817,482.0,Faital Pro,Haut parleur a cone,18FX600,8 ohm,Neodymium,Cylindrique,0.28,0.29,7.4,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,99.0,32.0,7.5,5.0,11.25,175.0,110.0,257.8,2.8,1.35,1134.0,24.5,147.0,,12.0,26.5,2.8
818,428.0,Faital Pro,Haut parleur a cone,18FX800,8 ohm,Neodymium,Cylindrique,0.4,0.43,6.8,Aluminium,Tissu,Fibre de verre,Cuivre,,1000.0,96.0,34.0,6.0,6.2,13.8,182.3,79.0,247.0,2.17,1.5,1213.0,24.0,,2000.0,10.2,31.0,2.2
819,359.0,Faital Pro,Haut parleur a cone,18HP1010,8 ohm,Ferrite,Cylindrique,0.4,0.42,7.8,Aluminium,Tissu,Fibre de verre,Cuivre,,1000.0,98.0,35.0,11.4,5.3,9.75,175.2,83.0,215.3,2.11,1.8,1134.0,22.0,200.0,,10.5,23.0,2.13
820,359.0,Faital Pro,Haut parleur a cone,18HP1010,4 ohm,Ferrite,Cylindrique,0.31,0.32,7.8,Aluminium,Tissu,Fibre de verre,Cuivre,,1000.0,98.0,35.0,11.4,2.7,9.75,186.2,109.0,202.8,2.61,1.26,1134.0,18.4,200.0,,10.5,23.0,2.59
821,442.0,Faital Pro,Haut parleur a cone,18HP1022,8 ohm,Neodymium,Cylindrique,0.3,0.31,14.4,Aluminium,Tissu,Fibre de verre,Cuivre,,1000.0,98.0,35.0,8.0,5.4,9.5,207.0,113.0,179.0,2.38,1.75,1124.0,28.0,138.0,,12.0,23.0,2.43
822,449.0,Faital Pro,Haut parleur a cone,18HP1030,8 ohm,Ferrite,Cylindrique,0.41,0.43,11.6,Aluminium,Tissu,Fibre de verre,Cuivre,,1200.0,98.0,35.0,13.4,5.0,12.45,228.6,81.0,162.1,1.56,1.48,1124.0,24.3,220.0,,12.0,28.9,1.59
823,449.0,Faital Pro,Haut parleur a cone,18HP1030,4 ohm,Ferrite,Cylindrique,0.32,0.33,12.3,Aluminium,Tissu,Fibre de verre,Cuivre,,1200.0,98.0,35.0,13.4,2.9,12.45,246.3,106.0,150.6,1.88,1.08,1124.0,21.7,220.0,,12.0,28.9,1.88
824,442.0,Faital Pro,Haut parleur a cone,18HP1042,8 ohm,Neodymium,Cylindrique,0.42,0.43,10.3,Aluminium,Tissu,Fibre de verre,Aluminium,,1000.0,98.0,38.0,7.8,5.5,9.0,187.5,88.0,151.0,1.85,1.26,1124.0,24.5,138.0,,12.0,22.0,2.1
825,513.0,Faital Pro,Haut parleur a cone,18HP1060,8 ohm,Neodymium,Cylindrique,0.37,0.38,11.1,Aluminium,Tissu,Fibre de verre,Cuivre,,1200.0,98.0,35.0,,5.0,12.45,211.8,92.0,175.0,1.9,1.26,1124.0,24.8,147.0,,12.0,28.9,1.93
826,513.0,Faital Pro,Haut parleur a cone,18HP1060,4 ohm,Neodymium,Cylindrique,0.33,0.34,13.3,Aluminium,Tissu,Fibre de verre,Cuivre,,1200.0,98.0,35.0,9.1,2.9,12.45,230.0,103.0,161.1,1.96,,1124.0,20.7,147.0,,12.0,28.9,1.96
827,554.0,Faital Pro,Haut parleur a cone,18HW1070,8 ohm,Ferrite,Cylindrique,0.37,0.39,10.0,Aluminium,Tissu,Fibre de verre,Cuivre,,1600.0,97.0,32.0,16.2,5.4,13.0,259.0,82.0,171.2,1.39,1.68,1124.0,27.0,220.0,,15.0,31.0,1.41
828,554.0,Faital Pro,Haut parleur a cone,18HW1070,4 ohm,Ferrite,Cylindrique,0.33,0.34,10.6,Aluminium,Tissu,Fibre de verre,Cuivre,,1600.0,96.0,32.0,16.2,3.0,13.0,265.0,94.0,167.3,1.55,1.26,1124.0,21.6,220.0,,15.0,31.0,1.56
829,648.0,Faital Pro,Haut parleur a cone,18XL1600,8 ohm,,Cylindrique,0.36,0.37,9.3,Aluminium,Tissu,Fibre de verre,Cuivre,,1600.0,98.0,32.0,,5.4,12.92,240.0,86.0,184.7,1.58,1.45,1124.0,26.7,201.0,,15.5,31.0,1.61
830,648.0,Faital Pro,Haut parleur a cone,18XL1600,4 ohm,,Cylindrique,0.31,0.32,8.6,Aluminium,Tissu,Fibre de verre,Cuivre,,1600.0,98.0,32.0,,3.0,12.92,252.3,100.0,175.7,1.73,1.17,1124.0,21.7,201.0,,15.5,31.0,1.73
831,709.0,Faital Pro,Haut parleur a cone,18XL1800,8 ohm,,Cylindrique,0.4,0.42,9.9,Aluminium,Tissu,Fibre de verre,Cuivre,,1600.0,95.0,29.0,,5.35,20.17,275.0,69.0,185.8,1.04,2.04,1093.6,25.4,175.0,,14.0,45.0,1.06
832,26.0,Faital Pro,Haut parleur a cone,2FE22,8 ohm,Neodymium,Carre,0.38,0.43,3.1,Polycarbonate,,Kapton,Aluminium,,25.0,89.0,125.0,0.18,6.5,2.9,2.0,291.0,0.5,0.22,0.15,20.1,5.2,50.0,50.0,3.0,6.8,0.23
833,21.0,Faital Pro,Haut parleur a cone,2FE24,8 ohm,Neodymium,Carre,1.07,1.4,4.6,Polycarbonate,,Kapton,Aluminium,,20.0,85.0,170.0,0.12,6.5,1.75,1.9,121.0,0.3,0.11,0.11,20.1,3.5,42.5,40.0,3.0,4.5,0.12
834,31.0,Faital Pro,Haut parleur a cone,3FE22,8 ohm,Neodymium,Non cylindrique,0.47,0.5,5.0,Acier,Caoutchouc,Kapton,Aluminium,,20.0,91.0,110.0,,6.2,1.83,2.5,220.0,1.1,0.29,0.15,30.2,4.5,51.8,,4.0,5.0,0.28
835,31.0,Faital Pro,Haut parleur a cone,3FE22,16 ohm,Neodymium,Non cylindrique,0.56,0.64,4.6,Acier,Caoutchouc,Kapton,Aluminium,,20.0,91.0,110.0,,12.3,1.83,2.3,172.0,1.19,0.24,0.1,30.2,5.5,51.8,,4.0,5.0,0.24
836,31.0,Faital Pro,Haut parleur a cone,3FE22,4 ohm,Neodymium,Non cylindrique,0.36,0.42,3.6,Acier,Caoutchouc,Kapton,Aluminium,,20.0,91.0,110.0,,3.3,1.73,2.4,262.0,1.13,0.35,0.1,30.2,3.7,51.8,,4.0,4.8,0.37
837,20.0,Faital Pro,Haut parleur a cone,3FE25,8 ohm,Ferrite,Non cylindrique,0.7,0.8,4.1,Acier,Caoutchouc,Kapton,Aluminium,,20.0,91.0,110.0,,6.2,1.83,2.4,138.0,1.13,0.19,0.07,30.2,3.6,71.55,,4.0,5.0,0.18
838,20.0,Faital Pro,Haut parleur a cone,3FE25,16 ohm,Ferrite,Non cylindrique,0.82,1.02,4.9,Acier,Caoutchouc,Kapton,Aluminium,,20.0,90.0,110.0,,12.3,1.83,2.4,108.0,1.14,0.15,0.1,30.2,4.5,71.55,,4.0,5.0,0.14
839,20.0,Faital Pro,Haut parleur a cone,3FE25,4 ohm,Ferrite,Non cylindrique,0.62,0.73,3.9,Acier,Caoutchouc,Kapton,Aluminium,,20.0,91.0,110.0,,3.3,1.73,2.4,151.0,1.15,0.21,0.04,30.2,3.0,71.55,,4.0,4.8,0.22
840,25.0,Faital Pro,Haut parleur a cone,3FE26,8 ohm,Ferrite,Non cylindrique,0.79,1.1,2.8,Acier,Caoutchouc,Kapton,Aluminium,,20.0,90.0,150.0,0.15,6.2,2.0,1.9,136.0,0.9,0.27,0.12,33.0,3.3,45.0,40.0,3.0,5.0,0.29
841,38.0,Faital Pro,Haut parleur a cone,4FE32,8 ohm,Neodymium,Non cylindrique,0.6,0.7,4.9,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,6.5,2.73,4.2,143.0,2.0,0.28,0.18,48.0,4.8,52.9,,4.0,6.8,0.25
842,38.0,Faital Pro,Haut parleur a cone,4FE32,16 ohm,Neodymium,Non cylindrique,0.8,1.02,3.84,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,12.3,1.83,4.0,98.0,1.6,0.16,0.25,48.0,5.5,52.9,,4.0,5.0,0.2
843,38.0,Faital Pro,Haut parleur a cone,4FE32,4 ohm,Neodymium,Non cylindrique,0.54,0.62,3.5,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,3.3,1.73,3.8,161.0,2.18,0.34,0.11,48.0,3.7,52.9,,4.0,4.8,0.37
844,26.0,Faital Pro,Haut parleur a cone,4FE35,8 ohm,Ferrite,Non cylindrique,0.84,1.04,4.2,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,6.5,2.73,3.9,96.0,2.0,0.19,0.1,48.0,3.9,72.0,,4.0,6.8,0.19
845,26.0,Faital Pro,Haut parleur a cone,4FE35,4 ohm,Ferrite,Non cylindrique,0.73,0.92,3.9,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,3.3,1.73,3.9,109.0,2.12,0.23,0.04,48.0,3.0,72.0,,4.0,4.8,0.23
846,26.0,Faital Pro,Haut parleur a cone,4FE35,16 ohm,Ferrite,Non cylindrique,1.16,1.67,3.8,Acier,Caoutchouc,Kapton,Aluminium,,30.0,91.0,100.0,,12.3,1.83,4.2,60.0,2.0,0.12,0.1,48.0,4.3,72.0,,4.0,5.0,0.12
847,49.0,Faital Pro,Haut parleur a cone,4FE42,8 ohm,Neodymium,Non cylindrique,0.47,0.5,8.0,Acier,Caoutchouc,Kapton,Aluminium,,40.0,94.0,110.0,0.39,5.4,2.83,4.0,220.0,1.9,0.49,0.07,50.9,6.0,60.0,80.0,4.0,7.0,0.59
848,44.0,Faital Pro,Haut parleur a cone,4FE44,8 ohm,Neodymium,Non cylindrique,0.33,0.35,5.23,Acier,Tissu,Kapton,Cuivre,,40.0,97.0,150.0,0.41,4.7,1.67,3.9,429.0,1.1,1.02,0.16,51.5,7.2,,80.0,5.0,5.0,1.05
849,36.0,Faital Pro,Haut parleur a cone,5FE100,8 ohm,Ferrite,Non cylindrique,0.46,0.48,8.2,Acier,Caoutchouc,Kapton,Cuivre,,80.0,88.0,65.0,1.2,5.4,5.25,10.5,135.0,5.2,0.29,0.53,79.8,6.9,90.0,,6.0,12.5,0.28
850,36.0,Faital Pro,Haut parleur a cone,5FE100,4 ohm,Ferrite,Non cylindrique,0.33,0.35,8.6,Acier,Caoutchouc,Kapton,Cuivre,,80.0,87.0,65.0,1.2,3.1,5.2,9.8,186.0,5.5,0.42,0.45,79.8,6.0,90.0,,6.0,12.4,0.42
851,36.0,Faital Pro,Haut parleur a cone,5FE105,8 ohm,Ferrite,Cylindrique,0.45,0.48,8.2,Acier,Caoutchouc,Kapton,Cuivre,,80.0,88.0,65.0,1.3,5.4,5.25,10.5,135.0,5.7,0.32,0.53,84.0,6.9,90.0,160.0,6.0,12.5,0.31
852,41.0,Faital Pro,Haut parleur a cone,5FE120,8 ohm,Ferrite,Non cylindrique,0.47,0.51,7.4,Acier,Caoutchouc,Kapton,Cuivre,,80.0,88.0,65.0,,5.4,5.25,11.0,127.0,4.9,0.26,0.41,79.8,6.9,90.0,,6.0,12.5,0.25
853,41.0,Faital Pro,Haut parleur a cone,5FE120,4 ohm,Ferrite,Non cylindrique,0.38,0.4,8.2,Acier,Caoutchouc,Kapton,Cuivre,,80.0,88.0,65.0,,3.1,5.2,10.9,163.0,5.0,0.33,0.33,79.8,5.9,90.0,,6.0,12.4,0.33
854,41.0,Faital Pro,Haut parleur a cone,5FE120,16 ohm,Ferrite,Non cylindrique,0.61,0.66,8.6,Acier,Caoutchouc,Kapton,Cuivre,,80.0,89.0,68.0,1.1,11.8,5.25,9.5,103.0,5.7,0.27,0.76,84.3,9.0,90.0,160.0,6.0,12.5,0.29
855,41.0,Faital Pro,Haut parleur a cone,5FE125,8 ohm,Ferrite,Cylindrique,0.48,0.51,7.4,Acier,Caoutchouc,Kapton,Cuivre,,80.0,88.0,65.0,1.1,5.4,5.25,11.0,127.0,5.4,0.28,0.41,84.0,6.9,90.0,160.0,6.0,12.5,0.28
856,193.0,Faital Pro,Haut-parleur coaxial a deux entrees,5HX140,8+8 ohm,Neodymium,Non cylindrique,0.41,0.45,4.8,Aluminium,Tissu,Kapton,Aluminium,,120.0,91.0,100.0,1.2,5.9,2.55,7.5,222.0,3.4,0.73,0.29,85.0,8.0,77.0,240.0,6.0,12.2,0.76
857,125.0,Faital Pro,Haut parleur a cone,5PR120,8 ohm,Neodymium,Non cylindrique,0.27,0.28,8.0,Aluminium,,Kapton,Aluminium,,100.0,100.0,100.0,0.82,5.0,3.1,8.5,357.0,4.2,1.44,0.17,102.2,10.0,80.0,200.0,6.0,8.2,1.58
858,110.0,Faital Pro,Haut parleur a cone,5PR160,8 ohm,Neodymium,Non cylindrique,0.31,0.33,4.4,Aluminium,Tissu,Kapton,Aluminium,,120.0,92.0,90.0,0.85,6.1,5.1,8.5,273.0,3.7,0.79,0.3,85.2,9.6,77.0,240.0,6.0,12.2,0.83
859,44.0,Faital Pro,Haut parleur a cone,6FE100,8 ohm,Ferrite,Non cylindrique,0.54,0.6,6.0,Acier,Caoutchouc,Kapton,Cuivre,,100.0,91.0,61.0,,5.4,5.25,14.0,102.0,14.1,0.52,0.5,143.0,6.8,90.0,,6.0,12.5,0.5
860,43.0,Faital Pro,Haut parleur a cone,6FE125,8 ohm,Ferrite,Cylindrique,0.55,0.6,6.0,Acier,Caoutchouc,Kapton,Cuivre,,100.0,91.0,61.0,1.2,5.4,5.25,14.0,102.0,15.1,0.55,0.5,149.0,6.8,90.0,200.0,6.0,12.5,0.53
861,47.0,Faital Pro,Haut parleur a cone,6FE200,8 ohm,Ferrite,Cylindrique,0.67,0.75,6.2,Acier,Tissu,Kapton,Aluminium,,130.0,95.0,120.0,2.2,5.9,4.67,11.5,160.0,3.0,0.67,0.4,118.0,8.2,115.3,,8.0,12.0,0.67
862,48.0,Faital Pro,Haut parleur a cone,6FE200,4 ohm,Ferrite,Cylindrique,0.41,0.51,6.2,Acier,Tissu,Kapton,Aluminium,,130.0,95.0,120.0,2.2,3.0,4.62,9.7,235.0,3.6,1.18,0.2,118.0,7.0,115.3,,8.0,11.9,1.35
863,47.0,Faital Pro,Haut parleur a cone,6FE200,16 ohm,Ferrite,Cylindrique,0.65,0.7,10.8,Acier,Tissu,Kapton,Aluminium,,130.0,95.0,120.0,2.2,12.0,4.17,9.9,171.0,3.5,0.83,0.65,118.0,11.4,115.3,,8.0,12.0,0.86
864,73.0,Faital Pro,Haut parleur a cone,6FE300,8 ohm,Ferrite,Cylindrique,0.46,0.48,10.5,Acier,Tissu,Fibre de verre,Aluminium,,175.0,94.0,100.0,3.0,5.3,3.9,14.2,208.0,4.7,0.94,0.4,138.0,10.0,134.0,350.0,6.0,9.8,0.97
865,73.0,Faital Pro,Haut parleur a cone,6FE300,4 ohm,Ferrite,Cylindrique,0.41,0.43,9.8,Acier,Tissu,Fibre de verre,Aluminium,,175.0,92.0,98.0,3.0,3.0,3.9,16.0,228.0,4.4,0.93,0.26,138.0,8.33,134.0,350.0,6.0,9.8,0.94
866,255.0,Faital Pro,Haut-parleur coaxial a deux entrees,6HX150,8+8 ohm,Neodymium,Non cylindrique,0.33,0.35,8.3,Aluminium,Tissu,Fibre de verre,Aluminium,,150.0,93.0,88.0,,5.5,4.35,14.0,251.0,5.6,1.05,0.64,130.0,12.0,,,6.0,10.7,1.22
867,104.0,Faital Pro,Haut parleur a cone,6PR110,8 ohm,Ferrite,Non cylindrique,0.5,0.6,4.2,Aluminium,Caoutchouc,Kapton,Aluminium,,150.0,96.0,100.0,2.2,6.0,2.75,12.0,167.0,5.6,0.9,0.22,129.0,8.5,127.0,300.0,6.0,7.5,0.86
868,140.0,Faital Pro,Haut parleur a cone,6PR122,8 ohm,Neodymium,Non cylindrique,0.39,0.44,3.3,Aluminium,Caoutchouc,Kapton,Aluminium,,120.0,97.0,110.0,,6.0,2.75,11.7,250.0,4.2,1.22,0.15,129.0,10.5,87.0,,6.0,7.5,1.22
869,148.0,Faital Pro,Haut parleur bicone,6PR150,8 ohm,Neodymium,Non cylindrique,0.33,0.35,8.8,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,150.0,97.0,100.0,1.5,5.5,2.65,13.5,286.0,4.4,1.21,0.28,129.0,11.6,115.0,,6.0,7.3,1.24
870,142.0,Faital Pro,Haut parleur a cone,6PR160,8 ohm,Neodymium,Non cylindrique,0.33,0.35,6.6,Aluminium,Tissu,Fibre de verre,Aluminium,,120.0,95.0,90.0,,5.9,5.0,12.5,257.0,4.86,0.98,0.28,117.0,11.0,87.0,,6.0,12.0,1.0
871,146.0,Faital Pro,Haut parleur a cone,6RS140,8 ohm,Neodymium,Non cylindrique,0.27,0.28,5.8,Aluminium,Caoutchouc,Fibre de verre,Aluminium,,200.0,93.0,65.0,1.2,5.3,5.6,16.0,232.0,8.0,0.76,0.28,122.6,11.0,87.0,,6.0,13.2,0.75
872,146.0,Faital Pro,Haut parleur a cone,6RS140,16 ohm,Neodymium,Non cylindrique,0.36,0.38,6.0,Aluminium,Caoutchouc,Fibre de verre,Aluminium,,200.0,92.0,65.0,1.2,12.6,,15.0,171.0,8.5,0.59,0.34,122.6,14.2,87.0,,6.0,13.0,0.6
873,51.0,Faital Pro,Haut parleur a cone,8FE200,4 ohm,Ferrite,Non cylindrique,0.44,0.47,8.7,Acier,Tissu,Kapton,Aluminium,,130.0,95.0,80.0,,3.0,4.62,15.3,170.0,13.4,1.41,0.25,191.0,7.0,115.3,,8.0,11.9,1.42
874,86.0,Faital Pro,Haut parleur a cone,8FE300,8 ohm,Ferrite,Cylindrique,0.44,0.46,13.4,Acier,Tissu,Fibre de verre,Aluminium,,250.0,95.0,70.0,3.2,6.9,5.52,22.9,152.0,15.7,1.13,0.55,223.0,11.3,134.0,500.0,8.0,13.7,1.14
875,86.0,Faital Pro,Haut parleur a cone,8FE300,4 ohm,Ferrite,Cylindrique,0.41,0.43,11.1,Acier,Tissu,Fibre de verre,Aluminium,Papier,250.0,93.0,70.0,3.0,3.3,2.74,25.7,163.0,14.0,1.08,0.36,223.0,9.7,134.0,500.0,8.0,13.6,1.17
876,70.0,Faital Pro,Haut parleur a cone,8FE400,8 ohm,Ferrite,Cylindrique,0.53,0.58,5.3,Acier,Tissu,Aluminium,Aluminium,,200.0,96.0,100.0,2.8,5.0,4.77,20.5,172.0,9.4,1.56,0.44,233.0,10.5,135.0,400.0,8.0,12.2,1.56
877,230.0,Faital Pro,Haut-parleur coaxial a deux entrees,8HX150,8+8 ohm,Ferrite,Non cylindrique,0.42,0.43,9.5,Aluminium,Tissu,Fibre de verre,Aluminium,,250.0,94.0,76.0,,5.5,4.92,22.3,177.0,11.7,1.15,0.51,205.0,11.6,145.0,,8.0,12.5,1.15
878,370.0,Faital Pro,Haut-parleur coaxial a deux entrees,8HX200,8+8 ohm,Neodymium,Non cylindrique,0.3,0.31,10.5,Aluminium,Tissu,Fibre de verre,Aluminium,,250.0,95.0,76.0,3.1,5.5,4.92,22.0,245.0,11.9,1.62,0.51,205.0,13.8,,,8.0,12.5,1.67
879,288.0,Faital Pro,Haut-parleur coaxial a deux entrees,8HX210,8+8 ohm,Excitation,Non cylindrique,0.29,0.31,6.0,Aluminium,Tissu,Fibre de verre,Aluminium,,200.0,94.0,70.0,,6.5,6.17,24.4,226.0,14.7,1.57,0.59,223.0,15.0,133.0,400.0,7.0,15.4,1.58
880,326.0,Faital Pro,Haut-parleur coaxial a deux entrees,8HX230,8+8 ohm,Ferrite,Non cylindrique,0.36,0.38,7.4,Aluminium,Tissu,Fibre de verre,Aluminium,,250.0,94.0,70.0,5.1,6.5,6.17,23.6,184.0,8.0,0.7,0.57,205.0,15.1,156.0,,8.0,15.0,1.42
881,387.0,Faital Pro,Haut-parleur coaxial a deux entrees,8HX240,8+8 ohm,Neodymium,Non cylindrique,0.3,0.31,8.1,Aluminium,Tissu,Fibre de verre,Aluminium,,250.0,94.0,70.0,3.9,5.0,6.17,27.7,226.0,12.9,1.38,0.49,223.0,13.8,,500.0,8.0,15.0,1.34
882,154.0,Faital Pro,Haut parleur a cone,8PR155,8 ohm,Ferrite,Non cylindrique,0.37,0.39,8.8,Aluminium,Tissu,Fibre de verre,Aluminium,,200.0,97.0,85.0,,5.3,3.57,24.5,218.0,8.7,1.32,0.41,207.0,13.4,156.0,,8.0,9.8,1.35
883,50.0,Faital Pro,Haut parleur a cone,8PR200,8 ohm,Neodymium,Non cylindrique,0.36,0.38,9.4,Aluminium,Tissu,Fibre de verre,Aluminium,,200.0,95.0,58.0,2.4,5.1,8.15,27.2,153.0,15.1,0.75,0.55,196.0,11.5,152.0,,9.0,19.3,0.76
884,59.0,Faital Pro,Haut parleur a cone,8PR200,16 ohm,Neodymium,Non cylindrique,0.47,0.49,8.8,Aluminium,Tissu,Fibre de verre,Aluminium,,200.0,94.0,60.0,,11.8,8.65,26.7,122.0,14.4,0.61,0.87,196.0,15.5,152.0,,9.0,20.3,0.61
885,162.0,Faital Pro,Haut parleur a cone,8PR210,8 ohm,Ferrite,Non cylindrique,0.29,0.32,3.1,Aluminium,Tissu,Fibre de verre,Aluminium,,200.0,95.0,65.0,,5.7,6.92,25.3,203.0,12.9,1.07,0.46,196.0,13.5,156.0,,8.0,16.5,1.06
886,206.0,Faital Pro,Haut parleur a cone,8PR320,8 ohm,Neodymium,Non cylindrique,0.41,0.43,8.2,Aluminium,Tissu,Fibre de verre,Aluminium,,300.0,95.0,65.0,2.5,5.4,3.67,31.7,151.0,13.1,0.81,0.52,223.0,12.9,95.0,600.0,8.2,17.4,0.83
887,167.0,Faital Pro,Haut parleur a cone,8RS250,8 ohm,Ferrite,Non cylindrique,0.32,0.34,5.7,Aluminium,Caoutchouc,Fibre de verre,Aluminium,,200.0,93.0,56.0,,5.7,6.92,30.6,165.0,16.0,0.8,0.35,207.0,13.5,156.0,,8.0,16.5,0.81
888,230.0,Faital Pro,Haut parleur a cone,8RS340,8 ohm,Neodymium,Non cylindrique,0.34,0.36,6.6,Aluminium,Caoutchouc,Fibre de verre,Aluminium,,300.0,91.0,42.0,2.5,5.3,7.33,40.8,117.0,25.5,0.51,0.64,227.8,13.0,95.0,600.0,8.2,17.4,0.54
889,183.0,Faital Pro,Haut parleur a cone,8RS350,8 ohm,Ferrite,Non cylindrique,0.3,0.31,6.9,Aluminium,Caoutchouc,Fibre de verre,Aluminium,,300.0,90.0,42.0,4.1,5.3,7.37,43.3,135.0,23.7,0.55,0.6,226.0,13.9,156.0,600.0,8.0,17.4,0.54
890,123.0,Faital Pro,Haut parleur a cone,M5N8-80,12 ohm,Neodymium,Non cylindrique,0.45,0.54,2.7,Aluminium,Tissu,Kapton,Aluminium,,80.0,99.0,180.0,1.1,7.2,2.75,8.2,333.0,1.2,1.25,0.15,94.2,11.3,93.4,,6.0,7.5,1.29
891,123.0,Faital Pro,Haut parleur a cone,M5N8-80,8 ohm,Neodymium,Non cylindrique,0.36,0.45,1.9,Aluminium,Tissu,Kapton,Aluminium,,80.0,99.0,180.0,,5.5,2.75,6.8,400.0,0.4,0.5,0.22,94.2,9.6,93.4,,6.0,7.5,1.83
892,148.0,Faital Pro,Haut parleur a cone,W8N8-150,8 ohm,Neodymium,Non cylindrique,0.53,0.59,4.7,Aluminium,Tissu,Fibre de verre,Aluminium,,150.0,94.0,76.0,1.9,5.8,5.52,20.9,129.0,12.6,0.9,0.55,206.0,9.9,152.0,,8.0,13.7,0.91
893,148.0,Faital Pro,Haut parleur a cone,W8N8-150,16 ohm,Neodymium,Non cylindrique,0.85,0.88,19.5,Aluminium,Tissu,Fibre de verre,Aluminium,,150.0,93.0,76.0,2.0,11.8,5.52,23.8,86.0,11.1,0.54,0.9,206.0,12.3,152.0,,8.0,13.7,0.53
